dex,name,types,englishCategory,habitat,englishDex,hp,attack,defense,spAttack,spDefense,speed,sourceAbilities,evolution,sourceInspiration,artOrigin,referenceStatus,editableFolder,frontSprite,backSprite,icon,normalPalette,shinyPalette,productionProfile
305,Gato-Preto,dark/psychic,Bad-Omen,Arauna Cities,"Found in Arauna Cities, Gato-Preto is known as the Bad-Omen POKéMON. It carries a distinct Dark/Psychic affinity.",77,73,74,75,72,78,Intimidação | Cara de Mau,,Gato preto,reference-front-plus-reconstructed-back,available,305_gato-preto,305_gato-preto/anim_front.png,305_gato-preto/back.png,305_gato-preto/icon.png,305_gato-preto/normal.pal,305_gato-preto/shiny.pal,305_gato-preto/candidate_profile.json
306,Perereca,water/poison,Amphibian,Arauna Cities,"Perereca lives in Arauna Cities. This Water/Poison POKéMON embodies a part of Brazil's nature, folklore, or culture.",70,80,71,75,72,78,Torrente | Corpo Molhado,,Perereca-de-banheiro,reference-front-plus-reconstructed-back,available,306_perereca,306_perereca/anim_front.png,306_perereca/back.png,306_perereca/icon.png,306_perereca/normal.pal,306_perereca/shiny.pal,306_perereca/candidate_profile.json
307,Lagartixa,normal/psychic,Wall,Arauna Cities,"Lagartixa, the Wall POKéMON, inhabits Arauna Cities. Its Normal/Psychic nature reflects Brazil's wildlife and legends.",74,76,73,75,72,78,Faro | Placidez,,Lagartixa doméstica,reference-front-plus-reconstructed-back,available,307_lagartixa,307_lagartixa/anim_front.png,307_lagartixa/back.png,307_lagartixa/icon.png,307_lagartixa/normal.pal,307_lagartixa/shiny.pal,307_lagartixa/candidate_profile.json
308,Traça-Papel,bug/psychic,Scholar,Arauna Cities,"Found in Arauna Cities, Traça-Papel is known as the Scholar POKéMON. It carries a distinct Bug/Psychic affinity.",67,83,69,75,72,78,Enxame | Olho Composto,,Traça de biblioteca,reference-front-plus-reconstructed-back,available,308_traca-papel,308_traca-papel/anim_front.png,308_traca-papel/back.png,308_traca-papel/icon.png,308_traca-papel/normal.pal,308_traca-papel/shiny.pal,308_traca-papel/candidate_profile.json
309,Poeirão,ground/dark,Dust,Arauna Cities,"Poeirão lives in Arauna Cities. This Ground/Dark POKéMON embodies a part of Brazil's nature, folklore, or culture.",71,79,71,75,72,78,Escavador | Nuvem de Areia,,Poeira acumulada,reference-front-plus-reconstructed-back,available,309_poeirao,309_poeirao/anim_front.png,309_poeirao/back.png,309_poeirao/icon.png,309_poeirao/normal.pal,309_poeirao/shiny.pal,309_poeirao/candidate_profile.json
310,Ferrugem,steel/water,Corrosion,Arauna Cities,"Ferrugem, the Corrosion POKéMON, inhabits Arauna Cities. Its Steel/Water nature reflects Brazil's wildlife and legends.",75,75,73,75,72,78,Corpo Metálico | Ponto Fraco,,Ferrugem viva,reference-front-plus-reconstructed-back,available,310_ferrugem,310_ferrugem/anim_front.png,310_ferrugem/back.png,310_ferrugem/icon.png,310_ferrugem/normal.pal,310_ferrugem/shiny.pal,310_ferrugem/candidate_profile.json
311,Fumacento,poison/flying,Pollution,Arauna Cities,"Found in Arauna Cities, Fumacento is known as the Pollution POKéMON. It carries a distinct Poison/Flying affinity.",68,82,70,75,72,78,Ponto Cego | Corpo Fedido,,Fumaça de escape,reference-front-plus-reconstructed-back,available,311_fumacento,311_fumacento/anim_front.png,311_fumacento/back.png,311_fumacento/icon.png,311_fumacento/normal.pal,311_fumacento/shiny.pal,311_fumacento/candidate_profile.json
312,Óleoso,poison/water,Stain,Arauna Coast,"Óleoso lives in Arauna Coast. This Poison/Water POKéMON embodies a part of Brazil's nature, folklore, or culture.",72,78,72,75,72,78,Ponto Cego | Corpo Fedido,,Mancha de óleo,reference-front-plus-reconstructed-back,available,312_oleoso,312_oleoso/anim_front.png,312_oleoso/back.png,312_oleoso/icon.png,312_oleoso/normal.pal,312_oleoso/shiny.pal,312_oleoso/candidate_profile.json
313,Lixão,poison/ground,Dump,Arauna Cities,"Lixão, the Dump POKéMON, inhabits Arauna Cities. Its Poison/Ground nature reflects Brazil's wildlife and legends.",49,46,47,45,45,55,Ponto Cego | Corpo Fedido,#316 (Level 22),Pilha de lixo,reference-front-plus-reconstructed-back,available,313_lixao,313_lixao/anim_front.png,313_lixao/back.png,313_lixao/icon.png,313_lixao/normal.pal,313_lixao/shiny.pal,313_lixao/candidate_profile.json
314,Chorume,poison/dark,Leachate,Arauna Cities,"Found in Arauna Cities, Chorume is known as the Leachate POKéMON. It carries a distinct Poison/Dark affinity.",82,103,86,95,90,95,Ponto Cego | Corpo Fedido,,Chorume tóxico,reference-front-plus-reconstructed-back,available,314_chorume,314_chorume/anim_front.png,314_chorume/back.png,314_chorume/icon.png,314_chorume/normal.pal,314_chorume/shiny.pal,314_chorume/candidate_profile.json
315,Bituca,fire/poison,Litter,Arauna Cities,"Bituca lives in Arauna Cities. This Fire/Poison POKéMON embodies a part of Brazil's nature, folklore, or culture.",73,77,72,75,72,78,Chama | Corpo Flamejante,,Bituca de cigarro,procedural-concept-front-and-back,missing-created-from-dex-data,315_bituca,315_bituca/anim_front.png,315_bituca/back.png,315_bituca/icon.png,315_bituca/normal.pal,315_bituca/shiny.pal,315_bituca/candidate_profile.json
316,Latinha,steel/normal,Recycler,Arauna Cities,"Latinha, the Recycler POKéMON, inhabits Arauna Cities. Its Steel/Normal nature reflects Brazil's wildlife and legends.",77,73,74,75,72,78,Corpo Metálico | Ponto Fraco,,Lata amassada,procedural-concept-front-and-back,missing-created-from-dex-data,316_latinha,316_latinha/anim_front.png,316_latinha/back.png,316_latinha/icon.png,316_latinha/normal.pal,316_latinha/shiny.pal,316_latinha/candidate_profile.json
317,Sacolim,poison/flying,Pollution,Arauna Cities,"Found in Arauna Cities, Sacolim is known as the Pollution POKéMON. It carries a distinct Poison/Flying affinity.",70,80,71,75,72,78,Ponto Cego | Corpo Fedido,,Sacola plástica,procedural-concept-front-and-back,missing-created-from-dex-data,317_sacolim,317_sacolim/anim_front.png,317_sacolim/back.png,317_sacolim/icon.png,317_sacolim/normal.pal,317_sacolim/shiny.pal,317_sacolim/candidate_profile.json
318,Garrafão,water/poison,Recyclable,Arauna Rivers,"Garrafão lives in Arauna Rivers. This Water/Poison POKéMON embodies a part of Brazil's nature, folklore, or culture.",74,76,73,75,72,78,Torrente | Corpo Molhado,,Garrafa PET,procedural-concept-front-and-back,missing-created-from-dex-data,318_garrafao,318_garrafao/anim_front.png,318_garrafao/back.png,318_garrafao/icon.png,318_garrafao/normal.pal,318_garrafao/shiny.pal,318_garrafao/candidate_profile.json
319,Netzero,flying/poison,Recyclable,Arauna Coast,"Netzero, the Recyclable POKéMON, inhabits Arauna Coast. Its Flying/Poison nature reflects Brazil's wildlife and legends.",67,83,69,75,72,78,Vista Aguçada | Vento Veloz,,Ave de resíduos plásticos,procedural-concept-front-and-back,missing-created-from-dex-data,319_netzero,319_netzero/anim_front.png,319_netzero/back.png,319_netzero/icon.png,319_netzero/normal.pal,319_netzero/shiny.pal,319_netzero/candidate_profile.json
320,Pilhoso,electric/poison,Battery,Arauna Cities,"Found in Arauna Cities, Pilhoso is known as the Battery POKéMON. It carries a distinct Electric/Poison affinity.",71,79,71,75,72,78,Estática | Motor Elétrico,,Bateria descarregada,procedural-concept-front-and-back,missing-created-from-dex-data,320_pilhoso,320_pilhoso/anim_front.png,320_pilhoso/back.png,320_pilhoso/icon.png,320_pilhoso/normal.pal,320_pilhoso/shiny.pal,320_pilhoso/candidate_profile.json
321,Cabofio,electric/steel,Wire,Arauna Cities,"Cabofio lives in Arauna Cities. This Electric/Steel POKéMON embodies a part of Brazil's nature, folklore, or culture.",75,75,73,75,72,78,Estática | Motor Elétrico,,Emaranhado de fios,procedural-concept-front-and-back,missing-created-from-dex-data,321_cabofio,321_cabofio/anim_front.png,321_cabofio/back.png,321_cabofio/icon.png,321_cabofio/normal.pal,321_cabofio/shiny.pal,321_cabofio/candidate_profile.json
322,Bugão,bug/dark,Pest,Arauna Cities,"Bugão, the Pest POKéMON, inhabits Arauna Cities. Its Bug/Dark nature reflects Brazil's wildlife and legends.",68,82,70,75,72,78,Enxame | Olho Composto,,Insetão urbano,procedural-concept-front-and-back,missing-created-from-dex-data,322_bugao,322_bugao/anim_front.png,322_bugao/back.png,322_bugao/icon.png,322_bugao/normal.pal,322_bugao/shiny.pal,322_bugao/candidate_profile.json
323,Aluminio,steel/flying,Metal,Arauna Cities,"Found in Arauna Cities, Aluminio is known as the Metal POKéMON. It carries a distinct Steel/Flying affinity.",72,78,72,75,72,78,Corpo Metálico | Ponto Fraco,,Papel-alumínio,procedural-concept-front-and-back,missing-created-from-dex-data,323_aluminio,323_aluminio/anim_front.png,323_aluminio/back.png,323_aluminio/icon.png,323_aluminio/normal.pal,323_aluminio/shiny.pal,323_aluminio/candidate_profile.json
324,Concretim,rock/steel,Cement,Arauna Cities,"Concretim lives in Arauna Cities. This Rock/Steel POKéMON embodies a part of Brazil's nature, folklore, or culture.",76,74,74,75,72,78,Corpo Rochoso | Poeira,,Bloco de concreto,procedural-concept-front-and-back,missing-created-from-dex-data,324_concretim,324_concretim/anim_front.png,324_concretim/back.png,324_concretim/icon.png,324_concretim/normal.pal,324_concretim/shiny.pal,324_concretim/candidate_profile.json
325,Bueiro,water/dark,Sewer,Arauna Cities,"Bueiro, the Sewer POKéMON, inhabits Arauna Cities. Its Water/Dark nature reflects Brazil's wildlife and legends.",69,81,70,75,72,78,Torrente | Corpo Molhado,,Espírito do bueiro,procedural-concept-front-and-back,missing-created-from-dex-data,325_bueiro,325_bueiro/anim_front.png,325_bueiro/back.png,325_bueiro/icon.png,325_bueiro/normal.pal,325_bueiro/shiny.pal,325_bueiro/candidate_profile.json
326,Sinal,electric/psychic,Signal,Arauna Cities,"Found in Arauna Cities, Sinal is known as the Signal POKéMON. It carries a distinct Electric/Psychic affinity.",73,77,72,75,72,78,Estática | Motor Elétrico,,Semáforo assombrado,procedural-concept-front-and-back,missing-created-from-dex-data,326_sinal,326_sinal/anim_front.png,326_sinal/back.png,326_sinal/icon.png,326_sinal/normal.pal,326_sinal/shiny.pal,326_sinal/candidate_profile.json
327,Poste,steel/electric,Lighting,Arauna Cities,"Poste lives in Arauna Cities. This Steel/Electric POKéMON embodies a part of Brazil's nature, folklore, or culture.",77,73,74,75,72,78,Corpo Metálico | Ponto Fraco,,Poste ambulante,procedural-concept-front-and-back,missing-created-from-dex-data,327_poste,327_poste/anim_front.png,327_poste/back.png,327_poste/icon.png,327_poste/normal.pal,327_poste/shiny.pal,327_poste/candidate_profile.json
328,Grafiteiro,dark/fairy,Art,Arauna Cities,"Grafiteiro, the Art POKéMON, inhabits Arauna Cities. Its Dark/Fairy nature reflects Brazil's wildlife and legends.",70,80,71,75,72,78,Intimidação | Cara de Mau,,Espírito grafite,procedural-concept-front-and-back,missing-created-from-dex-data,328_grafiteiro,328_grafiteiro/anim_front.png,328_grafiteiro/back.png,328_grafiteiro/icon.png,328_grafiteiro/normal.pal,328_grafiteiro/shiny.pal,328_grafiteiro/candidate_profile.json
329,Guaraciana,fire/fairy,Sun,Arauna Highlands,"Found in Arauna Highlands, Guaraciana is known as the Sun POKéMON. It carries a distinct Fire/Fairy affinity.",97,108,96,110,100,95,Chama | Corpo Flamejante,,Rainha do sol,procedural-concept-front-and-back,missing-created-from-dex-data,329_guaraciana,329_guaraciana/anim_front.png,329_guaraciana/back.png,329_guaraciana/icon.png,329_guaraciana/normal.pal,329_guaraciana/shiny.pal,329_guaraciana/candidate_profile.json
330,Jaciana,fairy/water,Moon,Arauna Highlands,"Jaciana lives in Arauna Highlands. This Fairy/Water POKéMON embodies a part of Brazil's nature, folklore, or culture.",90,115,92,110,100,95,Encanto | Véu Mágico,,Rainha da lua,procedural-concept-front-and-back,missing-created-from-dex-data,330_jaciana,330_jaciana/anim_front.png,330_jaciana/back.png,330_jaciana/icon.png,330_jaciana/normal.pal,330_jaciana/shiny.pal,330_jaciana/candidate_profile.json
331,Tupanaú,electric/dragon,Thunder,Arauna Highlands,"Tupanaú, the Thunder POKéMON, inhabits Arauna Highlands. Its Electric/Dragon nature reflects Brazil's wildlife and legends.",94,111,94,110,100,95,Estática | Motor Elétrico,,Tupã ancestral,procedural-concept-front-and-back,missing-created-from-dex-data,331_tupanau,331_tupanau/anim_front.png,331_tupanau/back.png,331_tupanau/icon.png,331_tupanau/normal.pal,331_tupanau/shiny.pal,331_tupanau/candidate_profile.json
332,Iaraú,water/fairy,Supreme,Arauna Amazon,"Found in Arauna Amazon, Iaraú is known as the Supreme POKéMON. It carries a distinct Water/Fairy affinity.",98,107,96,110,100,95,Torrente | Corpo Molhado,,Iara suprema,procedural-concept-front-and-back,missing-created-from-dex-data,332_iarau,332_iarau/anim_front.png,332_iarau/back.png,332_iarau/icon.png,332_iarau/normal.pal,332_iarau/shiny.pal,332_iarau/candidate_profile.json
333,Kuarahy,fire/psychic,Sun,Arauna Highlands,"Kuarahy lives in Arauna Highlands. This Fire/Psychic POKéMON embodies a part of Brazil's nature, folklore, or culture.",91,114,93,110,100,95,Chama | Corpo Flamejante,,Sol tupi ancestral,procedural-concept-front-and-back,missing-created-from-dex-data,333_kuarahy,333_kuarahy/anim_front.png,333_kuarahy/back.png,333_kuarahy/icon.png,333_kuarahy/normal.pal,333_kuarahy/shiny.pal,333_kuarahy/candidate_profile.json
334,Yasy,fairy/dark,Moon,Arauna Highlands,"Yasy, the Moon POKéMON, inhabits Arauna Highlands. Its Fairy/Dark nature reflects Brazil's wildlife and legends.",95,110,95,110,100,95,Encanto | Véu Mágico,,Lua tupi ancestral,procedural-concept-front-and-back,missing-created-from-dex-data,334_yasy,334_yasy/anim_front.png,334_yasy/back.png,334_yasy/icon.png,334_yasy/normal.pal,334_yasy/shiny.pal,334_yasy/candidate_profile.json
335,Rudarauna,fairy/psychic,Love,Arauna Coast,"Found in Arauna Coast, Rudarauna is known as the Love POKéMON. It carries a distinct Fairy/Psychic affinity.",99,106,97,110,100,95,Encanto | Véu Mágico,,Rudá ancestral,procedural-concept-front-and-back,missing-created-from-dex-data,335_rudarauna,335_rudarauna/anim_front.png,335_rudarauna/back.png,335_rudarauna/icon.png,335_rudarauna/normal.pal,335_rudarauna/shiny.pal,335_rudarauna/candidate_profile.json
336,Perybé,water/psychic,River,Arauna Amazon,"Perybé lives in Arauna Amazon. This Water/Psychic POKéMON embodies a part of Brazil's nature, folklore, or culture.",92,113,93,110,100,95,Torrente | Corpo Molhado,,Espírito das águas,procedural-concept-front-and-back,missing-created-from-dex-data,336_perybe,336_perybe/anim_front.png,336_perybe/back.png,336_perybe/icon.png,336_perybe/normal.pal,336_perybe/shiny.pal,336_perybe/candidate_profile.json
337,Arauanaú,fairy/dragon,Guardian,Arauna Highlands,"Arauanaú, the Guardian POKéMON, inhabits Arauna Highlands. Its Fairy/Dragon nature reflects Brazil's wildlife and legends.",96,109,95,110,100,95,Encanto | Véu Mágico,,Guardião de Arauana,procedural-concept-front-and-back,missing-created-from-dex-data,337_arauanau,337_arauanau/anim_front.png,337_arauanau/back.png,337_arauanau/icon.png,337_arauanau/normal.pal,337_arauanau/shiny.pal,337_arauanau/candidate_profile.json
338,Verdejante,grass/dragon,Verdant,Arauna Amazon,"Found in Arauna Amazon, Verdejante is known as the Verdant POKéMON. It carries a distinct Grass/Dragon affinity.",100,105,97,110,100,95,Espessura | Colheita,,Espírito da mata,procedural-concept-front-and-back,missing-created-from-dex-data,338_verdejante,338_verdejante/anim_front.png,338_verdejante/back.png,338_verdejante/icon.png,338_verdejante/normal.pal,338_verdejante/shiny.pal,338_verdejante/candidate_profile.json
339,Chuvão,water/electric,Storm,Arauna Highlands,"Chuvão lives in Arauna Highlands. This Water/Electric POKéMON embodies a part of Brazil's nature, folklore, or culture.",93,112,94,110,100,95,Torrente | Corpo Molhado,,Espírito da chuva,procedural-concept-front-and-back,missing-created-from-dex-data,339_chuvao,339_chuvao/anim_front.png,339_chuvao/back.png,339_chuvao/icon.png,339_chuvao/normal.pal,339_chuvao/shiny.pal,339_chuvao/candidate_profile.json
340,Solzão,fire/ground,Drought,Arauna Caatinga,"Solzão, the Drought POKéMON, inhabits Arauna Caatinga. Its Fire/Ground nature reflects Brazil's wildlife and legends.",97,108,96,110,100,95,Chama | Corpo Flamejante,,Espírito da seca,procedural-concept-front-and-back,missing-created-from-dex-data,340_solzao,340_solzao/anim_front.png,340_solzao/back.png,340_solzao/icon.png,340_solzao/normal.pal,340_solzao/shiny.pal,340_solzao/candidate_profile.json
341,Ventania,flying/dragon,Wind,Arauna Cerrado,"Found in Arauna Cerrado, Ventania is known as the Wind POKéMON. It carries a distinct Flying/Dragon affinity.",90,115,92,110,100,95,Vista Aguçada | Vento Veloz,,Espírito do vento,procedural-concept-front-and-back,missing-created-from-dex-data,341_ventania,341_ventania/anim_front.png,341_ventania/back.png,341_ventania/icon.png,341_ventania/normal.pal,341_ventania/shiny.pal,341_ventania/candidate_profile.json
342,Terraão,ground/rock,Earth,Arauna Plateaus,"Terraão lives in Arauna Plateaus. This Ground/Rock POKéMON embodies a part of Brazil's nature, folklore, or culture.",94,111,94,110,100,95,Escavador | Nuvem de Areia,,Espírito da terra,procedural-concept-front-and-back,missing-created-from-dex-data,342_terraao,342_terraao/anim_front.png,342_terraao/back.png,342_terraao/icon.png,342_terraao/normal.pal,342_terraao/shiny.pal,342_terraao/candidate_profile.json
343,Fogaréu,fire/dragon,Fire,Arauna Highlands,"Fogaréu, the Fire POKéMON, inhabits Arauna Highlands. Its Fire/Dragon nature reflects Brazil's wildlife and legends.",98,107,96,110,100,95,Chama | Corpo Flamejante,,Espírito do fogo,procedural-concept-front-and-back,missing-created-from-dex-data,343_fogareu,343_fogareu/anim_front.png,343_fogareu/back.png,343_fogareu/icon.png,343_fogareu/normal.pal,343_fogareu/shiny.pal,343_fogareu/candidate_profile.json
344,Marulho,water/dragon,Sea,Arauna Coast,"Found in Arauna Coast, Marulho is known as the Sea POKéMON. It carries a distinct Water/Dragon affinity.",91,114,93,110,100,95,Torrente | Corpo Molhado,,Espírito do mar,procedural-concept-front-and-back,missing-created-from-dex-data,344_marulho,344_marulho/anim_front.png,344_marulho/back.png,344_marulho/icon.png,344_marulho/normal.pal,344_marulho/shiny.pal,344_marulho/candidate_profile.json
345,Alvorecer,fairy/fire,Dawn,Arauna Coast,"Alvorecer lives in Arauna Coast. This Fairy/Fire POKéMON embodies a part of Brazil's nature, folklore, or culture.",95,110,95,110,100,95,Encanto | Véu Mágico,,Espírito da aurora,procedural-concept-front-and-back,missing-created-from-dex-data,345_alvorecer,345_alvorecer/anim_front.png,345_alvorecer/back.png,345_alvorecer/icon.png,345_alvorecer/normal.pal,345_alvorecer/shiny.pal,345_alvorecer/candidate_profile.json
346,Poente,dark/fire,Twilight,Arauna Coast,"Poente, the Twilight POKéMON, inhabits Arauna Coast. Its Dark/Fire nature reflects Brazil's wildlife and legends.",99,106,97,110,100,95,Intimidação | Cara de Mau,,Espírito do entardecer,procedural-concept-front-and-back,missing-created-from-dex-data,346_poente,346_poente/anim_front.png,346_poente/back.png,346_poente/icon.png,346_poente/normal.pal,346_poente/shiny.pal,346_poente/candidate_profile.json
347,Estrelinha,fairy/psychic,Star,Arauna Highlands,"Found in Arauna Highlands, Estrelinha is known as the Star POKéMON. It carries a distinct Fairy/Psychic affinity.",97,123,98,120,110,100,Encanto | Véu Mágico,,Espírito da estrela,procedural-concept-front-and-back,missing-created-from-dex-data,347_estrelinha,347_estrelinha/anim_front.png,347_estrelinha/back.png,347_estrelinha/icon.png,347_estrelinha/normal.pal,347_estrelinha/shiny.pal,347_estrelinha/candidate_profile.json
348,Arauanamon,dragon/fairy,Divine,Arauna Highlands,"Arauanamon lives in Arauna Highlands. This Dragon/Fairy POKéMON embodies a part of Brazil's nature, folklore, or culture.",101,119,100,120,110,100,Escama Dracônica | Presságio,,Guardião supremo,procedural-concept-front-and-back,missing-created-from-dex-data,348_arauanamon,348_arauanamon/anim_front.png,348_arauanamon/back.png,348_arauanamon/icon.png,348_arauanamon/normal.pal,348_arauanamon/shiny.pal,348_arauanamon/candidate_profile.json
349,Aracuã,flying/normal,Alarm,Arauna Cerrado,"Aracuã, the Alarm POKéMON, inhabits Arauna Cerrado. Its Flying/Normal nature reflects Brazil's wildlife and legends.",77,73,74,75,72,78,Vista Aguçada | Vento Veloz,,Ave aracuã,procedural-concept-front-and-back,missing-created-from-dex-data,349_aracua,349_aracua/anim_front.png,349_aracua/back.png,349_aracua/icon.png,349_aracua/normal.pal,349_aracua/shiny.pal,349_aracua/candidate_profile.json
350,Bugio,normal/dark,Howler,Arauna Amazon,"Found in Arauna Amazon, Bugio is known as the Howler POKéMON. It carries a distinct Normal/Dark affinity.",70,80,71,75,72,78,Faro | Placidez,,Macaco bugio,procedural-concept-front-and-back,missing-created-from-dex-data,350_bugio,350_bugio/anim_front.png,350_bugio/back.png,350_bugio/icon.png,350_bugio/normal.pal,350_bugio/shiny.pal,350_bugio/candidate_profile.json
351,Tuim,grass,Parakeet,Arauna Cerrado,"Tuim lives in Arauna Cerrado. This Grass POKéMON embodies a part of Brazil's nature, folklore, or culture.",45,50,45,55,50,60,Espessura | Vento Veloz,#352 (Level 18),Tuim (Forpus xanthopterygius),procedural-concept-front-and-back,missing-created-from-dex-data,351_tuim,351_tuim/anim_front.png,351_tuim/back.png,351_tuim/icon.png,351_tuim/normal.pal,351_tuim/shiny.pal,351_tuim/candidate_profile.json
352,Periquitão,grass/flying,Parakeet,Arauna Cerrado,"Periquitão, the Parakeet POKéMON, inhabits Arauna Cerrado. Its Grass/Flying nature reflects Brazil's wildlife and legends.",65,70,62,80,72,90,Espessura | Vento Veloz,#353 (Level 34),Maritaca,procedural-concept-front-and-back,missing-created-from-dex-data,352_periquitao,352_periquitao/anim_front.png,352_periquitao/back.png,352_periquitao/icon.png,352_periquitao/normal.pal,352_periquitao/shiny.pal,352_periquitao/candidate_profile.json
353,Ararunão,grass/flying,Macaw,Arauna Amazon,"Found in Arauna Amazon, Ararunão is known as the Macaw POKéMON. It carries a distinct Grass/Flying affinity.",90,105,88,115,95,105,Espessura | Presságio,,Arara-azul,procedural-concept-front-and-back,missing-created-from-dex-data,353_ararunao,353_ararunao/anim_front.png,353_ararunao/back.png,353_ararunao/icon.png,353_ararunao/normal.pal,353_ararunao/shiny.pal,353_ararunao/candidate_profile.json
354,Preazinho,normal,Rodent,Arauna Pampas,"Preazinho lives in Arauna Pampas. This Normal POKéMON embodies a part of Brazil's nature, folklore, or culture.",55,48,55,45,55,70,Fuga | Placidez,#355 (Level 22),Preá (Cavia aperea),procedural-concept-front-and-back,missing-created-from-dex-data,354_preazinho,354_preazinho/anim_front.png,354_preazinho/back.png,354_preazinho/icon.png,354_preazinho/normal.pal,354_preazinho/shiny.pal,354_preazinho/candidate_profile.json
355,Capivarão,normal/water,Capybara,Arauna Rivers,"Capivarão, the Capybara POKéMON, inhabits Arauna Rivers. Its Normal/Water nature reflects Brazil's wildlife and legends.",110,90,85,80,90,55,Espessura | Corpo Molhado,,Capivara,procedural-concept-front-and-back,missing-created-from-dex-data,355_capivarao,355_capivarao/anim_front.png,355_capivarao/back.png,355_capivarao/icon.png,355_capivarao/normal.pal,355_capivarao/shiny.pal,355_capivarao/candidate_profile.json
356,Tamanduí,bug,Anthill,Arauna Cerrado,"Found in Arauna Cerrado, Tamanduí is known as the Anthill POKéMON. It carries a distinct Bug affinity.",50,60,55,45,55,55,Enxame | Faro,#357 (Level 20),Tamanduá-mirim,procedural-concept-front-and-back,missing-created-from-dex-data,356_tamandui,356_tamandui/anim_front.png,356_tamandui/back.png,356_tamandui/icon.png,356_tamandui/normal.pal,356_tamandui/shiny.pal,356_tamandui/candidate_profile.json
357,Tamanduá,bug/ground,Anthill,Arauna Cerrado,"Tamanduá lives in Arauna Cerrado. This Bug/Ground POKéMON embodies a part of Brazil's nature, folklore, or culture.",75,90,72,60,75,68,Enxame | Faro,#358 (Level 40),Tamanduá-bandeira,procedural-concept-front-and-back,missing-created-from-dex-data,357_tamandua,357_tamandua/anim_front.png,357_tamandua/back.png,357_tamandua/icon.png,357_tamandua/normal.pal,357_tamandua/shiny.pal,357_tamandua/candidate_profile.json
358,Tamanduão,bug/ground,Devourer,Arauna Cerrado,"Tamanduão, the Devourer POKéMON, inhabits Arauna Cerrado. Its Bug/Ground nature reflects Brazil's wildlife and legends.",100,120,95,70,85,75,Enxame | Intimidação,,Tamanduá-bandeira ancestral,procedural-concept-front-and-back,missing-created-from-dex-data,358_tamanduao,358_tamanduao/anim_front.png,358_tamanduao/back.png,358_tamanduao/icon.png,358_tamanduao/normal.pal,358_tamanduao/shiny.pal,358_tamanduao/candidate_profile.json
359,Preguicinha,grass,Slow,Arauna Amazon,"Found in Arauna Amazon, Preguicinha is known as the Slow POKéMON. It carries a distinct Grass affinity.",60,40,60,50,60,15,Placidez | Colheita,#360 (Level 25),Preguiça-bicho,procedural-concept-front-and-back,missing-created-from-dex-data,359_preguicinha,359_preguicinha/anim_front.png,359_preguicinha/back.png,359_preguicinha/icon.png,359_preguicinha/normal.pal,359_preguicinha/shiny.pal,359_preguicinha/candidate_profile.json
360,Preguiçoso,grass/psychic,Zen,Arauna Amazon,"Preguiçoso lives in Arauna Amazon. This Grass/Psychic POKéMON embodies a part of Brazil's nature, folklore, or culture.",110,80,90,105,110,25,Placidez | Colheita,,Preguiça adulta,procedural-concept-front-and-back,missing-created-from-dex-data,360_preguicoso,360_preguicoso/anim_front.png,360_preguicoso/back.png,360_preguicoso/icon.png,360_preguicoso/normal.pal,360_preguicoso/shiny.pal,360_preguicoso/candidate_profile.json
361,Beija-Flor,fairy/flying,Hummingbird,Arauna Cerrado,"Beija-Flor, the Hummingbird POKéMON, inhabits Arauna Cerrado. Its Fairy/Flying nature reflects Brazil's wildlife and legends.",45,55,42,70,55,110,Encanto | Vento Veloz,#362 (Level 20),Beija-flor,procedural-concept-front-and-back,missing-created-from-dex-data,361_beija-flor,361_beija-flor/anim_front.png,361_beija-flor/back.png,361_beija-flor/icon.png,361_beija-flor/normal.pal,361_beija-flor/shiny.pal,361_beija-flor/candidate_profile.json
362,Beija-Luz,fairy/fire,Hummingbird,Arauna Cerrado,"Found in Arauna Cerrado, Beija-Luz is known as the Hummingbird POKéMON. It carries a distinct Fairy/Fire affinity.",65,75,60,90,72,120,Encanto | Corpo Flamejante,#363 (Level 40),Beija-flor de fogo,procedural-concept-front-and-back,missing-created-from-dex-data,362_beija-luz,362_beija-luz/anim_front.png,362_beija-luz/back.png,362_beija-luz/icon.png,362_beija-luz/normal.pal,362_beija-luz/shiny.pal,362_beija-luz/candidate_profile.json
363,Beija-Sol,fairy/fire,Sun,Arauna Highlands,"Beija-Sol lives in Arauna Highlands. This Fairy/Fire POKéMON embodies a part of Brazil's nature, folklore, or culture.",85,105,80,120,95,125,Chama | Encanto,,Beija-flor mítico,procedural-concept-front-and-back,missing-created-from-dex-data,363_beija-sol,363_beija-sol/anim_front.png,363_beija-sol/back.png,363_beija-sol/icon.png,363_beija-sol/normal.pal,363_beija-sol/shiny.pal,363_beija-sol/candidate_profile.json
364,Sarará,fairy/water,Curly-Hair,Arauna Coast,"Sarará, the Curly-Hair POKéMON, inhabits Arauna Coast. Its Fairy/Water nature reflects Brazil's wildlife and legends.",75,60,72,90,95,80,Encanto | Corpo Molhado,,Sarará (folclore),procedural-concept-front-and-back,missing-created-from-dex-data,364_sarara,364_sarara/anim_front.png,364_sarara/back.png,364_sarara/icon.png,364_sarara/normal.pal,364_sarara/shiny.pal,364_sarara/candidate_profile.json
